TIPREG,DATAPREG,CODDBI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
1,2016-02-17,78,PETRE12,70,PETR,PN,000,R$,0.44,0.46,0.4,0.45,0.46,0.0,4.7,5,2500,1130.0,5.2,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE15,70,PETR,PN,000,R$,0.47,0.58,0.47,0.5,0.54,0.2,0.58,6,9100,4601.0,5.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE16,70,PETR,PN,000,R$,0.62,0.73,0.61,0.63,0.73,0.0,0.0,36,31700,19985.0,4.6,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE30,70,PETR,PN,000,R$,1.73,1.95,1.73,1.82,1.82,0.0,0.0,142,130600,238977.0,3.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE38,70,PETRE,PN,000,R$,1.08,1.15,1.08,1.09,1.09,0.0,1.2,23,7900,8617.0,3.85,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE39,70,PETR,PN,000,R$,1.04,1.1,1.04,1.06,1.1,0.0,0.0,34,32500,34720.0,3.9,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE40,70,PETR,PN,000,R$,0.96,0.99,0.94,0.96,0.99,0.0,0.0,35,32000,30785.0,4.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE41,70,PETR,PN,000,R$,0.89,0.98,0.87,0.89,0.93,0.2,0.0,32,26200,23431.0,4.1,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE42,70,PETR,PN,000,R$,0.83,0.86,0.82,0.83,0.86,0.0,0.0,25,18900,15841.0,4.2,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE43,70,PETR,PN,000,R$,0.78,0.81,0.76,0.77,0.81,0.0,0.0,26,25000,19440.0,4.3,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE47,70,PETR,PN,000,R$,0.58,0.68,0.56,0.58,0.68,0.0,0.0,38,31600,18504.0,4.7,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE50,70,PETR,PN,000,R$,0.53,0.63,0.52,0.54,0.63,0.3,0.63,55,51100,27960.0,4.8,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE54,70,PETR,PN,000,R$,0.38,0.39,0.38,0.38,0.39,0.0,0.0,2,1200,466.0,5.4,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE57,70,PETRE,PN,000,R$,0.28,0.28,0.28,0.28,0.28,0.0,0.45,1,200,56.0,5.7,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE6,70,PETR,PN,000,R$,0.24,0.24,0.24,0.24,0.24,0.16,3.0,1,200,48.0,6.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE61,70,PETR,ON,000,R$,0.03,0.14,0.03,0.07,0.13,0.07,0.0,12,8500,670.0,10.5,0,2016-05-16,1,0.0,BRPETRACNOR9,183
1,2016-02-17,78,PETRE7,70,PETR,PN,000,R$,0.09,0.1,0.09,0.09,0.09,0.08,0.0,4,12500,1130.0,7.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE8,70,PETR,PN,000,R$,0.05,0.05,0.05,0.05,0.05,0.05,0.06,2,700,35.0,8.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE95,70,PETR,PN,000,R$,0.67,0.78,0.66,0.7,0.78,0.69,0.0,31,38500,27165.0,4.5,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRE98,70,PETR,PN,000,R$,0.25,0.25,0.25,0.25,0.25,0.0,0.0,1,200,50.0,5.8,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRF23,70,PETRE,PN,000,R$,0.1,0.1,0.1,0.1,0.1,0.0,0.0,2,10000,1000.0,8.3,0,2016-06-20,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRF7,70,PETR,PN,000,R$,0.17,0.17,0.17,0.17,0.17,0.12,0.0,1,25000,4250.0,7.0,0,2016-06-20,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRF9,70,PETR,PN,000,R$,0.07,0.07,0.07,0.07,0.07,0.04,0.0,1,10500,735.0,9.0,0,2016-06-20,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRH52,70,PETR,PN,000,R$,0.66,0.66,0.66,0.66,0.66,0.0,0.0,2,16200,10692.0,5.2,0,2016-08-15,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRJ33,70,PETRE,PN,000,R$,0.79,0.79,0.78,0.78,0.79,0.0,0.0,4,26200,20665.0,5.7,0,2016-10-17,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRL26,70,PETR,PN,000,R$,1.59,1.59,1.59,1.59,1.59,0.0,0.0,1,1200,1908.0,4.0,0,2016-12-19,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRL28,70,PETR,PN,000,R$,0.4,0.4,0.4,0.4,0.4,0.0,2.0,1,500,200.0,8.0,0,2016-12-19,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRL8,70,PETR,PN,000,R$,0.15,0.15,0.13,0.13,0.13,0.13,0.2,3,2400,320.0,11.5,0,2016-12-19,1,0.0,BRPETRACNPR6,185
1,2016-02-17,78,PETRL90,70,PETR,PN,000,R$,0.74,0.85,0.74,0.79,0.85,0.05,0.0,2,3000,2385.0,6.0,0,2016-12-19,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO1,80,PETRE,PN,000,R$,2.38,2.38,2.35,2.36,2.35,0.0,0.0,2,2000,4730.0,7.1,0,2016-03-21,1,0.0,BRPETRACNPR6,184
1,2016-02-17,82,PETRO10,80,PETRE,PN,000,R$,2.73,2.73,2.64,2.68,2.64,1.99,0.0,2,1800,4833.0,7.4,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO13,80,PETRE,PN,000,R$,0.16,0.17,0.12,0.14,0.14,0.13,0.14,780,5866700,842890.0,4.0,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO16,80,PETRE,PN,000,R$,1.5,1.5,1.41,1.44,1.48,0.0,0.0,7,8000,11530.0,6.2,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO17,80,PETRE,PN,000,R$,2.34,2.34,2.16,2.23,2.25,0.0,0.0,9,3600,8030.0,7.0,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO18,80,PETRE,PN,000,R$,3.15,3.15,2.95,3.04,2.95,0.0,0.0,3,1000,3046.0,7.8,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO19,80,PETRE,PN,000,R$,0.31,0.36,0.24,0.29,0.28,0.27,0.28,739,3696600,1075360.0,4.5,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO21,80,PETRE,PN,000,R$,0.23,0.25,0.17,0.2,0.19,0.19,0.21,544,2480400,499615.0,4.25,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO22,80,PETRE,PN,000,R$,2.44,2.44,2.43,2.43,2.43,0.0,0.0,2,2000,4870.0,7.2,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO23,80,PETRE,PN,000,R$,0.59,0.64,0.46,0.52,0.54,0.5,0.54,296,865300,454455.0,5.0,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO24,80,PETRE,PN,000,R$,19.15,19.15,19.15,19.15,19.15,0.0,0.0,1,254000,4864100.0,24.25,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO25,80,PETRE,PN,000,R$,2.83,2.83,2.74,2.78,2.74,0.0,0.0,2,1800,5013.0,7.5,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO34,80,PETRE,PN,000,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.01,7,626800,6268.0,2.25,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO35,80,PETRE,PN,000,R$,17.19,17.35,17.19,17.2,17.31,0.0,0.0,7,626800,10783188.0,22.25,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO37,80,PETRE,PN,000,R$,0.64,0.75,0.59,0.62,0.68,0.63,0.0,104,159600,99881.0,5.2,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO38,80,PETRE,PN,000,R$,0.03,0.04,0.03,0.03,0.03,0.03,0.0,6,184000,7340.0,3.2,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO41,80,PETRE,PN,000,R$,2.99,2.99,2.99,2.99,2.99,0.0,0.0,1,1000,2990.0,7.7,0,2016-03-21,1,0.0,BRPETRACNPR6,184
1,2016-02-17,82,PETRO46,80,PETRE,PN,000,R$,0.09,0.09,0.07,0.08,0.09,0.08,0.72,70,590300,50874.0,3.7,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO47,80,PETRE,PN,000,R$,0.42,0.46,0.34,0.39,0.4,0.3,0.0,105,164500,65268.0,4.75,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO53,80,PETRE,PN,000,R$,0.04,0.05,0.04,0.04,0.04,0.02,0.0,6,13900,566.0,3.3,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO54,80,PETRE,PN,000,R$,0.91,0.91,0.72,0.81,0.82,0.75,0.0,86,65000,53062.0,5.4,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO55,80,PETRE,PN,000,R$,0.9,0.98,0.8,0.84,0.9,0.0,0.0,44,40400,34208.0,5.5,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO56,80,PETRE,PN,000,R$,1.08,1.08,0.89,0.94,0.98,0.0,1.45,12,17400,16483.0,5.6,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO60,80,PETRE,PN,000,R$,1.42,1.42,1.22,1.32,1.33,1.2,0.0,11,7000,9297.0,6.0,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO65,80,PETRE,PN,000,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.01,2,10000,100.0,2.5,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO66,80,PETRE,PN,000,R$,1.85,1.85,1.85,1.85,1.85,0.0,0.0,2,2000,3700.0,6.6,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO67,80,PETRE,PN,000,R$,1.95,1.95,1.95,1.95,1.95,0.01,0.0,1,1000,1950.0,6.7,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO68,80,PETRE,PN,000,R$,1.96,2.17,1.96,2.11,2.05,0.0,0.0,4,5300,11218.0,6.8,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO69,80,PETRE,PN,000,R$,0.02,0.03,0.02,0.02,0.02,0.02,0.03,129,523600,10546.0,3.0,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO76,80,PETRE,PN,000,R$,2.93,2.93,2.83,2.88,2.83,0.0,0.0,2,1800,5184.0,7.6,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO77,80,PETRE,PN,000,R$,0.06,0.07,0.05,0.06,0.07,0.05,0.07,222,724800,43575.0,3.5,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO80,80,PETRE,PN,000,R$,3.34,3.34,3.34,3.34,3.34,0.01,0.0,1,200,668.0,8.0,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRO85,80,PETRE,PN,000,R$,1.77,1.77,1.77,1.77,1.77,0.01,0.0,1,1000,1770.0,6.5,0,2016-03-21,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP13,80,PETRE,PN,000,R$,0.68,0.82,0.68,0.72,0.77,0.62,0.0,55,35000,25502.0,5.2,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP15,80,PETRE,PN,000,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.0,1,2600,26.0,2.25,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP33,80,PETRE,PN,000,R$,0.1,0.1,0.08,0.09,0.08,0.0,0.15,2,3000,270.0,3.25,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP40,80,PETRE,PN,000,R$,0.24,0.26,0.2,0.22,0.21,0.19,0.26,65,245600,55035.0,4.0,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP46,80,PETRE,PN,000,R$,0.49,0.49,0.39,0.41,0.44,0.0,0.5,124,82200,34077.0,4.6,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP5,80,PETRE,PN,000,R$,0.61,0.69,0.57,0.62,0.65,0.62,0.0,109,45500,28455.0,5.0,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP50,80,PETRE,PN,000,R$,0.13,0.13,0.13,0.13,0.13,0.01,0.23,1,3000,390.0,3.5,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP54,80,PETRE,PN,000,R$,0.93,0.94,0.85,0.87,0.88,0.0,0.0,36,28400,24930.0,5.4,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP56,80,PETRE,PN,000,R$,1.1,1.1,1.1,1.1,1.1,0.0,0.0,1,400,440.0,5.6,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP6,80,PETRE,PN,000,R$,1.49,1.49,1.31,1.33,1.35,0.0,0.0,4,1000,1332.0,6.0,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP62,80,PETRE,PN,000,R$,16.96,16.96,16.96,16.96,16.96,0.0,0.0,1,2600,44096.0,22.25,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRP73,80,PETRE,PN,000,R$,2.52,2.52,2.39,2.45,2.49,0.0,0.0,35,13400,32862.0,7.3,0,2016-04-18,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ1,80,PETRE,PN,000,R$,0.96,0.97,0.83,0.89,0.83,0.0,0.0,56,21400,19190.0,5.3,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ12,80,PETRE,PN,000,R$,0.9,0.9,0.77,0.82,0.77,0.0,0.0,29,10600,8782.0,5.2,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ15,80,PETRE,PN,000,R$,0.77,0.78,0.66,0.71,0.71,0.67,0.0,20,7200,5176.0,5.0,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ16,80,PETRE,PN,000,R$,0.56,0.56,0.5,0.52,0.5,0.0,0.0,4,1600,832.0,4.6,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ42,80,PETRE,PN,000,R$,0.35,0.35,0.35,0.35,0.35,0.0,0.0,1,400,140.0,4.2,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ43,80,PETRE,PN,000,R$,0.38,0.38,0.38,0.38,0.38,0.0,0.0,4,1600,608.0,4.3,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ47,80,PETRE,PN,000,R$,0.61,0.61,0.53,0.56,0.55,0.0,0.0,6,2200,1246.0,4.7,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ50,80,PETRE,PN,000,R$,0.66,0.67,0.58,0.61,0.61,0.0,0.0,26,9800,6054.0,4.8,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ54,80,PETRE,PN,000,R$,1.03,1.04,0.89,0.94,0.89,0.0,0.0,77,30200,28688.0,5.4,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ57,80,PETRE,PN,000,R$,1.24,1.25,1.06,1.15,1.06,0.0,0.0,130,51400,59464.0,5.7,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRQ95,80,PETRE,PN,000,R$,0.51,0.51,0.46,0.5,0.46,0.0,0.0,6,2000,1010.0,4.5,0,2016-05-16,1,0.0,BRPETRACNPR6,185
1,2016-02-17,82,PETRT52,80,PETRE,PN,000,R$,1.04,1.04,1.04,1.04,1.04,0.0,0.0,2,54000,56160.0,5.2,0,2016-08-15,1,0.0,BRPETRACNPR6,185
1,2016-02-17,02,PFIZ34,10,PFIZER,DRN,,R$,118.8,119.06,118.8,118.83,119.06,118.7,0.0,2,700,83186.0,0.0,0,9999-12-31,1,0.0,BRPFIZBDR006,122
1,2016-02-17,02,PFRM3,10,PROFARMA,ON NM,,R$,4.91,5.32,4.81,5.08,5.04,4.85,5.04,358,64700,329081.0,0.0,0,9999-12-31,1,0.0,BRPFRMACNOR1,109
1,2016-02-17,62,PFRM3T,30,PROFARMA,ON NM,061,R$,5.05,5.06,5.05,5.05,5.06,0.0,0.0,2,2000,10111.86,0.0,0,9999-12-31,1,0.0,BRPFRMACNOR1,109
1,2016-02-17,02,PGCO34,10,PG,DRN,,R$,331.26,331.26,331.26,331.26,331.26,0.0,0.0,1,100,33126.0,0.0,0,9999-12-31,1,0.0,BRPGCOBDR001,121
1,2016-02-17,14,PIBB11,10,IT NOW PIBB,CI,,R$,71.5,73.46,70.86,72.44,72.11,72.11,73.15,213,428870,31068274.5,0.0,0,9999-12-31,1,0.0,BRPIBBCTF005,101
1,2016-02-17,96,PIBB11F,20,IT NOW PIBB,CI,,R$,69.81,73.0,69.81,71.53,72.42,72.0,76.99,10,39,2789.78,0.0,0,9999-12-31,1,0.0,BRPIBBCTF005,101
1,2016-02-17,02,PINE4,10,PINE,PN N2,,R$,3.41,3.5,3.41,3.49,3.49,3.42,3.5,8,9200,32126.0,0.0,0,9999-12-31,1,0.0,BRPINEACNPR8,141
1,2016-02-17,02,PLAS3,10,PLASCAR PART,ON,,R$,1.9,1.95,1.75,1.89,1.9,1.8,1.9,16,5000,9466.0,0.0,0,9999-12-31,1,0.0,BRPLASACNOR2,105
1,2016-02-17,96,PLAS3F,20,PLASCAR PART,ON,,R$,1.8,1.8,1.8,1.8,1.8,1.46,1.9,1,1,1.8,0.0,0,9999-12-31,1,0.0,BRPLASACNOR2,105
1,2016-02-17,02,PMAM3,10,PARANAPANEMA,ON NM,,R$,1.66,1.77,1.66,1.71,1.74,1.72,1.74,627,604000,1036054.0,0.0,0,9999-12-31,1,0.0,BRPMAMACNOR3,35
1,2016-02-17,62,PMAM3T,30,PARANAPANEMA,ON NM,061,R$,1.72,1.77,1.72,1.75,1.77,0.0,0.0,4,8000,14013.61,0.0,0,9999-12-31,1,0.0,BRPMAMACNOR3,35
1,2016-02-17,62,PMAM3T,30,PARANAPANEMA,ON NM,090,R$,1.78,1.79,1.78,1.78,1.79,0.0,0.0,2,2000,3572.45,0.0,0,9999-12-31,1,0.0,BRPMAMACNOR3,35
1,2016-02-17,02,PNVL3,10,DIMED,ON,,R$,290.0,299.78,289.0,294.91,299.78,292.01,299.79,12,1300,383384.0,0.0,0,9999-12-31,1,0.0,BRPNVLACNOR9,186
1,2016-02-17,96,PNVL3F,20,DIMED,ON,,R$,295.0,295.0,295.0,295.0,295.0,140.0,300.0,1,5,1475.0,0.0,0,9999-12-31,1,0.0,BRPNVLACNOR9,186
1,2016-02-17,02,POMO3,10,MARCOPOLO,ON N2,,R$,1.85,1.85,1.81,1.83,1.85,1.81,1.85,19,12100,22166.0,0.0,0,9999-12-31,1,0.0,BRPOMOACNOR0,79
1,2016-02-17,02,POMO4,10,MARCOPOLO,PN N2,,R$,2.05,2.13,2.05,2.09,2.08,2.08,2.1,4014,3082300,6464543.0,0.0,0,9999-12-31,1,0.0,BRPOMOACNPR7,79
1,2016-02-17,96,POMO4F,20,MARCOPOLO,PN N2,,R$,2.07,2.11,2.07,2.1,2.11,2.08,2.15,7,287,603.67,0.0,0,9999-12-31,1,0.0,BRPOMOACNPR7,79
1,2016-02-17,02,POSI3,10,POSITIVO INF,ON NM,,R$,1.36,1.5,1.36,1.44,1.43,1.42,1.43,49,40000,57678.0,0.0,0,9999-12-31,1,0.0,BRPOSIACNOR9,110
1,2016-02-17,96,POSI3F,20,POSITIVO INF,ON NM,,R$,1.36,1.47,1.36,1.43,1.45,1.43,1.52,6,278,398.9,0.0,0,9999-12-31,1,0.0,BRPOSIACNOR9,110
1,2016-02-17,12,PQDP11,10,FII D PEDRO,CI,,R$,1390.0,1400.0,1380.0,1387.56,1399.95,1380.0,1399.95,15,72,99904.54,0.0,0,9999-12-31,1,0.0,BRPQDPCTF004,174
1,2016-02-17,02,PRBC4,10,PARANA,PN N1,,R$,7.32,7.5,7.32,7.49,7.5,7.31,7.44,3,6100,45732.0,0.0,0,9999-12-31,1,0.0,BRPRBCACNPR8,135
1,2016-02-17,96,PRBC4F,20,PARANA,PN N1,,R$,7.5,7.5,7.5,7.5,7.5,7.3,7.8,1,2,15.0,0.0,0,9999-12-31,1,0.0,BRPRBCACNPR8,135
1,2016-02-17,02,PRIO3,10,PETRORIO,ON NM,,R$,1.53,1.9,1.53,1.73,1.74,1.74,1.84,102,86100,149429.0,0.0,0,9999-12-31,1,0.0,BRPRIOACNOR1,100
1,2016-02-17,96,PRIO3F,20,PETRORIO,ON NM,,R$,1.58,1.58,1.58,1.58,1.58,1.44,1.88,1,90,142.2,0.0,0,9999-12-31,1,0.0,BRPRIOACNOR1,100
1,2016-02-17,02,PRML3,10,PRUMO,ON NM,,R$,9.74,9.76,9.36,9.61,9.41,9.41,9.49,433,169500,1630082.0,0.0,0,9999-12-31,1,0.0,BRPRMLACNOR9,102
1,2016-02-17,96,PRML3F,20,PRUMO,ON NM,,R$,9.65,9.7,9.52,9.59,9.52,9.52,9.9,18,244,2340.64,0.0,0,9999-12-31,1,0.0,BRPRMLACNOR9,102
1,2016-02-17,62,PRML3T,30,PRUMO,ON NM,030,R$,9.72,9.73,9.72,9.72,9.73,0.0,0.0,4,15000,145916.16,0.0,0,9999-12-31,1,0.0,BRPRMLACNOR9,102
1,2016-02-17,62,PRML3T,30,PRUMO,ON NM,061,R$,9.76,9.77,9.76,9.76,9.77,0.0,0.0,2,300,2929.38,0.0,0,9999-12-31,1,0.0,BRPRMLACNOR9,102
1,2016-02-17,12,PRSV11,10,FII P VARGAS,CI ER,,R$,480.0,500.0,480.0,491.3,500.0,475.0,510.0,11,242,118896.3,0.0,0,9999-12-31,1,0.0,BRPRSVCTF008,169
1,2016-02-17,02,PSSA3,10,PORTO SEGURO,ON NM,,R$,22.97,23.79,22.32,23.25,23.79,23.73,23.79,6749,1311900,30510471.0,0.0,0,9999-12-31,1,0.0,BRPSSAACNOR7,127
1,2016-02-17,96,PSSA3F,20,PORTO SEGURO,ON NM,,R$,22.76,24.65,22.36,23.16,24.29,23.01,24.29,289,2396,55493.47,0.0,0,9999-12-31,1,0.0,BRPSSAACNOR7,127
1,2016-02-17,02,PTBL3,10,PORTOBELLO,ON NM,,R$,1.9,1.91,1.83,1.87,1.86,1.86,1.9,35,32000,60143.0,0.0,0,9999-12-31,1,0.0,BRPTBLACNOR8,118
1,2016-02-17,02,PTPA4,10,EVORA,PN,,R$,73.0,73.0,73.0,73.0,73.0,70.0,73.0,1,200,14600.0,0.0,0,9999-12-31,1,0.0,BRPTPAACNPR8,175
1,2016-02-17,02,QGEP3,10,QGEP PART,ON NM,,R$,3.65,4.07,3.63,3.92,4.02,3.96,4.02,4342,1190200,4671248.0,0.0,0,9999-12-31,1,0.0,BRQGEPACNOR8,105
1,2016-02-17,96,QGEP3F,20,QGEP PART,ON NM,,R$,4.0,4.0,3.7,3.87,3.7,3.7,3.99,6,220,852.7,0.0,0,9999-12-31,1,0.0,BRQGEPACNOR8,105
1,2016-02-17,02,QUAL3,10,QUALICORP,ON NM,,R$,13.1,13.29,12.6,12.92,13.0,12.9,13.0,14531,3177500,41060961.0,0.0,0,9999-12-31,1,0.0,BRQUALACNOR6,102
1,2016-02-17,96,QUAL3F,20,QUALICORP,ON NM,,R$,12.94,13.1,12.6,12.9,13.1,12.87,13.1,56,1702,21959.01,0.0,0,9999-12-31,1,0.0,BRQUALACNOR6,102
1,2016-02-17,62,QUAL3T,30,QUALICORP,ON NM,090,R$,13.16,13.17,13.16,13.16,13.17,0.0,0.0,2,9000,118479.37,0.0,0,9999-12-31,1,0.0,BRQUALACNOR6,102
1,2016-02-17,82,QUALO63,80,QUALE,ON NM,000,R$,0.88,0.88,0.88,0.88,0.88,0.0,0.0,1,2000,1760.0,13.25,0,2016-03-21,1,0.0,BRQUALACNOR6,102
1,2016-02-17,02,RADL3,10,RAIADROGASIL,ON NM,,R$,43.7,45.0,43.3,44.22,43.76,43.76,43.77,10200,1777900,78625634.0,0.0,0,9999-12-31,1,0.0,BRRADLACNOR0,117
1,2016-02-17,96,RADL3F,20,RAIADROGASIL,ON NM,,R$,43.9,44.94,43.02,44.06,43.02,43.02,44.0,102,2311,101830.11,0.0,0,9999-12-31,1,0.0,BRRADLACNOR0,117
1,2016-02-17,02,RAPT3,10,RANDON PART,ON N1,,R$,1.41,1.41,1.36,1.36,1.36,1.36,1.44,7,2000,2730.0,0.0,0,9999-12-31,1,0.0,BRRAPTACNOR7,145
1,2016-02-17,02,RAPT4,10,RANDON PART,PN N1,,R$,1.8,1.95,1.8,1.88,1.85,1.85,1.9,2538,1711700,3229569.0,0.0,0,9999-12-31,1,0.0,BRRAPTACNPR4,145
1,2016-02-17,96,RAPT4F,20,RANDON PART,PN N1,,R$,1.88,1.91,1.88,1.88,1.88,1.83,1.97,4,172,324.11,0.0,0,9999-12-31,1,0.0,BRRAPTACNPR4,145
1,2016-02-17,62,RAPT4T,30,RANDON PART,PN N1,061,R$,1.94,1.95,1.94,1.94,1.95,0.0,0.0,2,365000,708340.9,0.0,0,9999-12-31,1,0.0,BRRAPTACNPR4,145
1,2016-02-17,12,RBBV11,10,FII JHSF FBV,CI,,R$,62.5,63.0,62.5,62.88,63.0,61.7,63.0,3,65,4087.25,0.0,0,9999-12-31,1,0.0,BRRBBVCTF004,131
1,2016-02-17,12,RBGS11,10,FII RB GSB I,CI,,R$,30.03,30.03,29.61,29.83,29.62,29.62,30.0,28,1453,43349.53,0.0,0,9999-12-31,1,0.0,BRRBGSCTF009,154
1,2016-02-17,12,RBRD11,10,FII RB II,CI,,R$,50.9,52.59,50.5,50.84,50.5,50.5,51.5,14,312,15862.55,0.0,0,9999-12-31,1,0.0,BRRBRDCTF008,164
